Semester;Alter;Geschlecht;Studiengang;Schulabschluss;Bundesland;Entfernung;Fahrtdauer;HaeufSmartphone;HaeufMobInternet;HaeufNotebook;HaeufDesktopPC;HaeufStatInternet;HaeufTabletPC;HaeufEBookReader;HaeufWhatsApp;HaeufFacebook;HaeufInstagram;HaeufTwitter;HaeufXing;HaeufLinkedIn;HaeufAndere;QuelleLV;QuelleMoodle;QuelleBuecher;QuelleAufsaetze;QuelleGespraeche;QuelleWikipedia;QuelleLehrvideos;QuelleVortraege;QuelleAndere;BewertVortraege;BewertFolien;BewertGruppenarb;BewertBegleitmat;BewertBibliothek;BewertLernwelt;OVS_Sal1;OVS_Reac1;OVS_Mon1;OVS_Sal2;OVS_Reac2;OVS_Mon2;OVS_Sal3;OVS_Reac3;OVS_Mon3;OVS_Sal4;OVS_Reac4;OVS_Mon4;N_Manip1;N_Angeb1;N_Einzig1;N_Angeb2;N_Einzig2;N_Ueberh1;N_Manip2;N_Anspr1;N_Ueberh2;N_Einzig3;N_Anspr2;N_Anspr3;N_Aut1;N_Aut2;N_Aut3;N_Anspr4;N_Ueberh3;IKU1;IKU2;EKU1;EKU2
SoSe21;21;2;1;1;Baden-Wuerttemberg;15;35;2;2;5;4;3;1;1;5;1;1;1;2;1;1;5;4;2;1;4;1;2;2;1;2;1;2;1;3;1;3;4;1;1;4;2;1;3;2;2;3;1;1;1;2;1;2;3;2;1;3;3;1;2;1;2;2;4;4;5;5;1;1
SoSe21;20;2;1;1;Baden-Wuerttemberg;80;50;2;2;1;5;5;5;1;3;1;1;1;1;1;1;5;5;1;2;5;1;1;2;1;2;2;2;2;3;3;2;2;2;2;2;1;1;2;2;2;1;1;2;1;2;2;1;3;3;2;3;4;3;2;2;3;2;2;3;4;5;2;3
SoSe21;28;1;1;3;Baden-Wuerttemberg;10;35;4;3;1;5;5;3;1;5;1;2;2;1;1;1;5;4;2;1;3;2;1;1;2;2;1;1;2;3;2;3;2;2;2;2;3;1;2;1;1;1;1;3;3;2;2;2;2;4;2;4;3;2;2;2;4;4;3;5;2;5;4;3
SoSe21;20;2;1;3;Nordrhein-Westfalen;2;20;2;2;5;5;5;4;1;4;1;2;1;1;1;1;4;4;3;2;2;2;3;1;1;2;2;3;1;3;3;3;3;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;18;2;1;1;Baden-Wuerttemberg;15;50;3;2;5;3;3;2;1;5;1;3;1;1;1;3;4;5;2;3;3;1;2;2;4;2;2;3;3;2;4;2;4;4;3;4;4;3;2;4;4;5;3;2;3;4;3;4;3;-99;-99;4;3;4;4;3;3;2;3;4;4;3;2;3
SoSe21;23;2;1;3;Baden-Wuerttemberg;14;40;3;2;5;1;5;3;1;4;1;2;1;1;1;1;4;4;1;1;2;1;2;1;1;1;2;3;2;3;3;4;3;4;4;3;3;2;2;2;4;2;4;2;2;2;3;3;2;2;3;4;3;2;2;2;2;3;3;2;3;4;3;2
SoSe21;26;2;2;1;Baden-Wuerttemberg;100;105;3;2;5;1;5;1;1;3;1;1;1;1;1;1;5;5;3;3;2;2;2;1;1;2;2;3;2;2;3;3;3;4;2;4;3;2;3;2;2;1;2;3;2;1;2;3;1;3;2;3;2;1;1;4;2;2;5;2;4;4;2;2
SoSe21;18;2;1;1;Baden-Wuerttemberg;66;60;3;3;5;2;5;1;1;3;1;1;1;1;1;1;5;5;1;3;2;2;2;1;1;2;1;2;2;3;3;5;3;4;4;4;4;2;3;4;4;3;3;1;1;3;2;2;2;3;3;2;2;1;3;1;1;3;2;1;3;3;3;3
SoSe21;22;3;2;1;Baden-Wuerttemberg;12;30;1;1;5;4;4;1;1;5;1;1;1;1;1;3;4;5;4;3;4;2;2;1;1;2;2;2;2;1;1;2;3;3;3;4;4;2;3;1;1;2;1;3;2;1;4;3;2;1;1;4;3;1;1;2;2;3;2;2;4;4;2;2
SoSe21;20;2;1;1;Baden-Wuerttemberg;180;150;2;2;1;5;5;4;1;4;1;2;1;1;1;1;2;4;1;4;2;3;3;2;3;3;3;2;2;2;3;5;4;2;5;2;3;1;2;1;3;3;2;1;2;2;1;2;1;4;3;1;1;2;2;1;1;1;2;1;1;4;4;1
SoSe21;23;1;1;1;Baden-Wuerttemberg;3;20;-99;5;5;1;3;3;1;3;1;1;1;1;3;4;5;5;2;3;3;1;2;3;3;2;3;2;2;3;2;3;4;1;2;4;1;1;2;4;4;3;2;3;4;4;4;4;4;3;4;4;4;3;4;4;4;5;3;5;5;5;2;2
SoSe21;21;1;2;1;Baden-Wuerttemberg;199;213;4;4;4;5;5;1;1;5;1;1;1;2;1;1;4;5;4;3;4;3;2;2;1;1;2;2;1;1;2;2;2;2;2;3;2;1;2;2;3;2;2;1;2;1;2;3;3;3;2;3;3;3;3;3;2;4;2;3;4;5;3;2
SoSe21;18;2;1;1;Baden-Wuerttemberg;60;60;3;2;5;1;5;1;1;5;1;1;1;1;1;4;5;4;1;1;2;1;2;2;1;2;3;1;2;2;2;1;3;1;1;3;2;1;2;2;1;1;2;3;1;1;2;5;1;3;1;4;1;2;2;1;1;4;4;3;4;5;1;1
SoSe21;19;2;1;1;Baden-Wuerttemberg;10;11;4;3;5;1;5;5;1;3;1;1;1;1;1;1;3;4;1;4;3;1;1;1;3;3;3;2;1;4;4;5;5;5;3;5;3;1;2;3;3;3;2;2;3;1;3;4;2;4;3;5;3;1;1;2;2;3;4;2;4;5;2;3
SoSe21;22;1;1;3;Baden-Wuerttemberg;50;90;4;4;5;2;5;3;1;5;2;2;1;1;1;2;4;5;3;2;4;3;4;3;2;2;1;2;1;2;3;4;4;3;3;4;4;3;3;3;4;3;3;2;3;2;4;3;2;2;2;2;4;4;3;3;4;4;4;4;4;5;2;3
SoSe21;22;2;1;3;Baden-Wuerttemberg;30;60;2;1;5;1;5;1;1;3;1;1;1;1;1;1;5;5;1;3;4;1;3;3;2;2;2;3;1;3;3;3;4;2;4;4;2;1;2;2;2;1;3;3;2;4;3;4;4;1;3;4;5;2;3;3;2;2;4;3;4;3;4;2
SoSe21;18;2;2;1;Baden-Wuerttemberg;80;60;2;1;5;1;5;4;1;3;1;2;1;1;1;1;5;5;5;4;2;2;3;2;1;2;4;3;2;-99;-99;4;5;3;2;4;5;2;2;2;3;4;4;3;2;3;1;4;3;2;1;1;4;2;5;3;3;5;5;3;4;5;2;2
SoSe21;25;1;2;1;Baden-Wuerttemberg;100;150;2;2;5;1;4;1;1;5;2;3;1;1;1;1;5;4;3;2;4;2;3;1;4;3;2;3;2;2;2;2;1;4;1;4;4;1;1;3;1;1;1;4;1;1;1;2;1;4;1;1;3;1;1;1;1;4;1;1;4;5;2;1
SoSe21;21;1;1;1;Baden-Wuerttemberg;45;90;5;3;5;5;5;2;1;4;1;1;1;1;1;3;5;5;2;3;2;2;3;2;3;2;2;1;3;1;2;4;3;2;4;4;4;2;4;3;4;4;4;3;2;5;1;2;1;3;1;1;1;1;3;1;1;2;4;3;4;5;4;4
SoSe21;27;2;2;3;Bayern;3;10;1;1;5;5;5;1;1;3;1;1;1;1;1;1;5;4;4;1;1;1;3;1;1;2;2;2;2;2;3;1;1;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;4;4;1;1;5;4;1;4;1;4;1;5;5;5;1;1
SoSe21;19;1;1;1;Baden-Wuerttemberg;30;120;2;2;1;5;5;1;1;5;1;2;1;1;1;2;5;5;1;3;4;1;2;2;3;2;2;2;3;1;2;4;4;3;2;4;5;2;3;5;4;3;4;2;1;1;2;3;2;2;1;2;2;2;2;4;3;3;2;3;2;3;2;2
SoSe21;19;2;1;1;Baden-Wuerttemberg;25;50;5;5;5;1;2;1;1;5;1;2;1;1;1;3;5;5;1;2;1;1;1;2;1;2;2;1;2;3;4;4;4;2;3;4;3;1;2;3;2;1;2;3;2;1;2;2;2;3;1;3;3;2;2;1;1;3;4;2;5;4;2;3
SoSe21;21;2;1;1;Baden-Wuerttemberg;1;10;5;4;5;1;5;1;1;5;1;4;4;1;1;3;4;4;2;4;4;1;4;4;3;2;3;2;2;2;3;2;4;2;3;2;3;3;2;3;2;2;2;2;4;2;3;4;3;3;4;3;2;2;2;2;1;4;4;2;4;4;2;2
SoSe21;19;2;1;1;Baden-Wuerttemberg;35;45;2;4;1;3;5;5;1;4;1;3;1;1;1;3;5;5;2;4;3;1;2;3;2;2;3;2;1;2;3;4;3;2;2;4;3;1;2;3;4;1;2;3;2;1;3;4;2;1;4;3;4;2;4;2;1;3;2;3;4;3;3;3
SoSe21;22;1;2;3;Baden-Wuerttemberg;15;30;5;4;2;4;2;5;1;5;1;3;3;1;1;5;3;5;5;4;4;5;5;3;3;1;2;3;3;2;2;3;5;4;2;2;3;3;3;2;3;2;3;1;2;4;3;3;5;5;4;3;1;5;5;5;5;5;4;5;5;5;2;3
SoSe21;27;2;1;1;Baden-Wuerttemberg;30;80;4;2;5;1;5;5;2;4;1;3;1;1;1;1;5;5;3;3;4;2;4;2;-99;2;2;2;2;3;-99;2;3;3;2;3;2;1;1;2;3;1;2;2;1;1;2;2;1;2;1;2;3;1;2;2;2;2;3;2;4;3;2;3
SoSe21;24;2;2;1;Baden-Wuerttemberg;40;100;4;1;5;1;5;1;1;4;1;1;1;1;1;1;5;5;4;2;3;2;3;1;1;2;2;2;2;1;2;2;3;1;2;3;1;1;2;2;1;1;1;3;2;1;2;2;1;2;3;2;3;1;1;2;3;1;1;2;4;4;4;2
SoSe21;19;1;2;2;Baden-Wuerttemberg;25;40;4;3;2;3;2;1;1;3;2;3;2;1;1;2;4;4;4;3;2;3;4;4;3;2;2;2;3;3;3;3;2;3;2;3;4;1;1;2;2;1;2;1;4;3;2;2;2;2;1;1;3;1;3;2;2;3;4;3;4;4;2;2
SoSe21;19;2;1;1;Baden-Wuerttemberg;250;120;2;2;3;4;5;4;1;4;1;1;1;1;2;2;5;-99;5;4;1;1;1;3;1;2;1;2;1;1;2;4;5;3;4;5;3;2;3;3;3;3;2;5;5;2;2;5;3;4;5;3;2;1;4;4;4;3;3;4;4;5;3;4
SoSe21;24;1;1;3;Baden-Wuerttemberg;13;51;3;2;5;1;5;1;1;2;1;2;1;1;1;1;5;4;3;4;2;2;2;1;2;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;3;2;2;2;3;4;3;2;3;4;3;3;4;4;4;4;4;4;4;2;2
SoSe21;24;2;1;1;Bayern;250;180;4;5;5;4;4;2;1;5;3;3;2;1;1;3;5;5;4;4;4;3;4;4;3;1;1;2;3;3;3;3;4;3;2;2;3;3;5;5;4;5;4;2;1;3;4;5;4;3;4;3;5;2;2;1;2;5;3;3;5;5;1;2
SoSe21;27;1;2;1;Baden-Wuerttemberg;22;90;2;1;1;5;5;1;1;4;1;1;1;1;1;2;5;5;3;2;3;2;3;3;2;3;4;2;1;2;3;3;2;2;2;2;2;1;1;2;1;1;3;1;2;1;2;2;1;3;2;1;3;2;3;1;1;3;1;3;4;4;2;3
SoSe21;19;1;2;3;Baden-Wuerttemberg;15;40;4;4;5;1;5;1;1;5;1;1;1;1;1;1;2;3;1;4;4;2;4;4;1;5;3;1;2;3;2;4;4;4;4;5;4;2;3;3;3;2;4;2;4;4;1;3;3;3;2;3;3;4;4;2;1;4;2;3;4;5;1;2
SoSe21;25;1;1;3;Baden-Wuerttemberg;20;25;4;4;1;5;5;2;1;5;1;2;1;1;1;3;5;5;1;3;4;3;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;3;1;2;1;2;5;1;2;2;3;2;2;4;2;2;5;4;5;3;4
SoSe21;21;2;1;2;Baden-Wuerttemberg;25;30;3;3;5;5;5;5;1;5;1;1;1;1;1;1;4;4;1;3;3;2;5;4;3;2;3;2;3;1;4;5;3;3;3;3;4;1;3;2;2;2;1;1;1;1;1;2;4;2;2;2;2;1;2;1;1;2;1;1;4;3;1;1
SoSe21;19;2;3;1;Baden-Wuerttemberg;40;55;2;2;4;4;5;3;1;5;1;3;1;1;1;1;4;3;1;2;5;2;3;1;3;2;2;1;4;4;3;4;5;3;4;4;4;2;3;3;4;3;3;4;2;1;2;2;2;3;4;2;2;3;2;4;3;4;3;3;4;4;3;2
SoSe21;20;2;3;1;Baden-Wuerttemberg;120;90;5;3;5;1;5;4;1;5;2;3;1;1;1;1;3;4;2;1;5;5;4;1;1;4;3;2;2;4;-99;5;4;4;3;5;5;5;4;5;5;3;4;3;2;5;2;1;5;4;3;4;5;5;5;5;5;5;5;5;3;3;2;4
SoSe21;21;1;4;1;Baden-Wuerttemberg;7;20;3;2;5;1;5;1;1;4;1;1;1;1;1;1;4;5;2;1;2;2;4;4;2;3;2;4;4;2;2;3;3;2;2;4;3;1;3;2;4;2;3;2;4;3;2;2;3;3;4;3;4;3;3;2;2;4;3;4;4;4;2;3
SoSe21;21;1;4;3;Baden-Wuerttemberg;1;5;2;2;1;5;5;1;1;4;1;1;1;1;1;2;4;4;2;2;4;3;3;2;2;3;2;2;2;1;2;2;2;2;1;1;2;1;1;1;1;1;2;2;3;1;2;2;2;3;1;3;1;2;3;2;2;3;3;2;3;3;4;4
SoSe21;21;2;4;1;Baden-Wuerttemberg;2;7;2;1;5;1;5;1;1;4;1;2;1;1;1;3;3;5;3;4;5;3;4;2;1;2;1;3;1;1;2;2;1;1;4;1;1;5;2;4;2;5;4;4;1;1;1;2;1;3;3;3;1;1;1;4;1;3;3;3;4;5;3;1
SoSe21;21;1;4;1;Baden-Wuerttemberg;15;45;5;2;1;5;5;1;1;5;1;2;1;1;1;1;5;5;2;2;4;2;2;1;1;3;2;5;3;3;3;5;4;3;4;4;4;1;2;4;4;3;3;2;2;1;1;1;1;3;1;1;1;1;1;1;1;5;1;2;4;5;2;3
SoSe21;-99;1;4;3;Baden-Wuerttemberg;22;29;3;1;5;1;5;1;1;5;1;5;3;1;1;3;5;5;2;2;4;1;4;3;1;4;2;3;3;1;3;3;2;2;2;4;1;1;4;1;1;1;1;4;1;2;1;4;3;4;1;1;4;2;1;5;5;5;5;5;5;5;1;1
SoSe21;25;1;4;1;Baden-Wuerttemberg;9;30;3;2;5;5;5;5;1;3;1;1;1;1;1;1;5;4;3;2;4;2;3;3;2;2;2;3;1;3;-99;3;2;2;3;2;2;1;2;1;3;1;1;1;3;1;2;1;1;4;2;3;2;2;1;2;3;4;3;3;4;4;2;2
SoSe21;20;2;4;2;Baden-Wuerttemberg;16;45;3;2;5;1;5;1;1;5;1;1;1;1;1;2;3;3;2;1;4;1;4;2;3;2;3;4;4;2;3;5;4;3;3;5;3;1;3;4;3;4;3;3;1;1;2;1;3;4;4;3;3;4;2;4;4;3;3;4;4;4;2;5
SoSe21;20;2;3;1;Baden-Wuerttemberg;100;65;3;1;5;4;5;3;1;5;1;3;1;1;1;1;5;5;3;2;5;3;3;3;2;1;2;2;3;3;3;4;4;3;2;4;4;2;2;3;3;3;4;4;3;4;2;3;3;2;4;4;4;3;4;3;4;4;4;3;4;4;2;3
SoSe21;19;2;3;1;Bayern;0;1;4;2;5;5;5;5;1;5;1;1;1;1;1;1;5;4;2;1;5;2;2;1;1;3;1;2;4;3;3;2;3;3;2;2;3;1;1;1;3;1;3;4;1;1;3;1;1;4;2;2;2;2;1;2;2;3;3;5;4;5;3;2
SoSe21;24;1;3;3;Baden-Wuerttemberg;11;40;3;2;5;3;5;1;1;5;1;1;1;1;1;1;5;4;2;3;4;2;2;3;2;3;2;2;2;2;3;3;2;2;2;2;3;1;1;1;1;1;2;2;3;1;3;2;2;2;2;3;2;2;1;2;2;4;2;2;4;5;2;3
SoSe21;21;1;4;1;Baden-Wuerttemberg;0;1;2;2;5;1;5;4;1;5;1;1;1;1;1;1;3;3;2;1;2;3;4;1;1;3;4;1;3;4;3;5;5;2;2;4;4;1;2;3;3;4;2;3;2;5;1;2;2;1;1;3;5;3;1;1;1;5;3;3;5;5;1;3
SoSe21;21;1;3;1;Baden-Wuerttemberg;70;75;3;1;5;3;5;3;1;5;1;1;1;1;1;1;5;3;1;1;3;1;5;4;2;3;3;3;3;2;2;5;5;5;5;5;5;3;5;5;5;5;5;4;5;5;1;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;1;1
SoSe21;19;2;4;1;Baden-Wuerttemberg;20;30;2;1;5;1;5;5;1;5;1;1;1;1;1;3;5;5;4;1;3;3;3;1;1;1;2;3;1;2;5;3;4;4;3;4;4;2;4;1;3;2;3;2;2;1;2;3;4;2;2;3;4;1;5;2;2;4;4;1;4;5;3;2
SoSe21;19;1;3;1;Nordrhein-Westfalen;15;35;3;2;5;5;5;4;1;5;1;1;1;1;1;2;5;5;2;1;5;2;3;2;1;2;1;1;2;3;-99;2;3;1;1;4;1;1;2;1;2;1;1;3;2;2;5;2;4;3;1;1;4;1;4;3;2;5;2;5;4;3;2;5
SoSe21;22;1;4;1;Baden-Wuerttemberg;20;60;1;1;5;1;5;1;1;5;1;1;1;1;1;1;4;4;2;2;3;2;3;2;2;2;2;3;2;2;2;4;3;3;3;4;2;1;2;2;3;3;2;2;3;1;2;1;1;3;1;2;-99;1;4;1;2;3;1;2;4;4;3;4
SoSe21;21;1;3;1;Baden-Wuerttemberg;5;25;4;4;5;1;5;1;1;4;1;1;1;1;1;1;3;5;2;2;4;1;3;2;3;3;3;2;2;2;2;3;3;5;2;5;5;2;3;5;3;3;5;1;2;1;3;2;2;3;1;3;1;1;1;2;2;3;3;3;4;4;2;2
SoSe21;20;2;4;1;Baden-Wuerttemberg;10;60;3;2;5;1;5;5;1;5;1;1;1;1;1;2;4;5;3;2;3;2;3;2;4;4;3;3;3;2;3;4;4;3;3;5;4;3;2;4;4;2;2;2;3;2;2;4;2;2;2;3;3;3;3;4;4;4;3;4;4;4;2;4
SoSe21;20;1;4;3;Baden-Wuerttemberg;40;50;5;5;5;1;5;5;1;4;1;2;1;2;1;1;5;4;2;1;3;1;4;1;4;2;3;2;2;2;3;4;4;3;3;3;4;2;4;2;3;3;2;3;4;1;2;3;2;3;3;3;3;2;4;4;4;3;3;4;3;4;2;1
SoSe21;19;1;3;1;Baden-Wuerttemberg;16;40;2;1;5;1;1;4;1;3;1;2;1;1;1;1;4;5;2;2;3;2;3;2;3;2;2;2;2;2;2;5;4;5;4;2;3;1;1;4;1;1;2;4;4;1;3;1;4;3;4;4;5;3;5;4;2;5;1;4;5;5;2;1
SoSe21;22;2;3;1;Bayern;144;220;5;2;5;1;5;5;1;5;1;2;1;1;1;2;5;5;2;3;3;3;2;1;1;2;2;3;2;2;3;2;4;1;4;4;4;1;1;4;4;1;1;3;4;1;3;1;4;2;2;3;2;4;4;3;3;3;4;3;4;3;3;5
SoSe21;19;2;3;1;Baden-WuerttembergHamburg;320;200;2;2;5;4;5;5;1;5;1;4;1;1;1;1;5;5;3;3;4;2;5;1;1;1;1;1;1;1;1;3;4;4;3;5;5;2;3;3;4;3;3;1;3;1;2;1;2;3;1;1;3;3;5;2;1;2;1;4;4;4;2;2
SoSe21;19;1;3;1;Baden-Wuerttemberg;50;40;2;2;4;4;1;1;1;5;1;4;1;1;1;1;5;5;2;1;3;2;3;2;1;2;2;1;3;2;3;4;3;3;3;4;4;2;2;2;2;1;1;3;3;4;2;3;2;2;1;2;4;2;3;2;3;3;2;3;4;4;2;1
SoSe21;22;1;4;3;Baden-Wuerttemberg;25;40;3;5;5;5;5;4;1;5;1;3;1;1;2;5;5;5;2;1;4;1;4;3;1;2;2;3;3;1;3;3;3;4;3;4;4;1;2;1;2;2;1;4;2;2;1;3;5;4;5;4;4;4;2;4;2;5;3;3;5;5;1;2
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;-99;3;4;3;Berlin;300;380;4;2;3;4;4;3;4;5;5;5;5;5;5;5;4;3;4;3;4;5;4;3;5;5;3;3;4;2;3;5;5;5;5;3;4;4;3;4;3;4;5;5;5;5;4;4;5;3;4;5;5;4;4;5;5;4;5;4;5;5;5;5
SoSe21;-99;-99;-99;-99;Baden-Wuerttemberg;20;30;2;2;1;5;5;1;1;4;1;1;1;1;1;5;5;5;2;4;3;1;2;3;3;2;2;2;1;3;2;4;3;3;4;1;2;1;1;3;2;1;2;2;2;1;3;2;1;2;2;4;3;2;4;2;2;3;2;2;3;5;2;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;28;1;4;3;Baden-Wuerttemberg;25;50;4;3;3;5;5;5;1;5;1;2;1;1;1;3;4;4;3;2;5;2;4;3;1;2;2;1;2;2;3;4;4;3;2;5;5;2;4;5;4;4;4;4;3;4;4;3;3;5;4;5;3;3;3;4;4;3;5;5;4;5;2;2
SoSe21;21;2;2;1;Baden-Wuerttemberg;63;120;3;2;5;1;5;3;1;5;1;1;1;1;1;1;5;5;1;3;1;3;1;2;1;1;2;4;2;3;-99;4;2;1;5;1;1;1;2;1;4;1;1;1;2;1;2;3;1;2;1;2;3;1;1;2;1;2;2;2;4;3;1;2
SoSe21;20;2;4;3;Baden-Wuerttemberg;50;90;2;1;1;5;5;1;1;3;1;2;1;1;1;1;4;5;3;3;2;2;2;1;1;2;1;4;3;2;3;5;5;4;5;5;5;1;3;2;4;3;2;2;3;4;2;2;3;4;3;4;3;4;4;5;5;5;4;3;5;5;1;1
SoSe21;22;2;3;1;Baden-Wuerttemberg;80;120;4;3;5;1;5;1;1;5;1;4;1;1;1;1;5;5;3;3;4;2;3;2;4;3;3;2;3;2;4;3;4;3;3;5;5;2;1;3;5;2;3;2;1;1;2;2;3;3;2;3;4;3;4;2;3;4;4;3;5;3;2;4
SoSe21;22;2;3;1;Hessen;1;10;3;2;4;1;3;1;2;4;1;2;1;1;1;1;4;2;2;2;3;2;2;2;3;3;2;1;3;2;3;2;4;3;4;5;4;2;3;2;3;3;2;2;2;1;1;2;2;3;4;4;3;2;2;5;4;3;4;5;4;4;2;2
SoSe21;20;2;3;3;Baden-Wuerttemberg;45;60;4;4;5;1;5;5;1;5;1;2;1;1;1;3;5;5;5;3;-99;2;2;3;5;2;2;3;1;2;2;3;1;4;2;2;3;1;1;2;1;1;2;2;2;1;2;2;1;2;1;2;1;1;5;4;4;5;3;4;3;5;2;3
SoSe21;19;1;3;1;Nordrhein-Westfalen;400;300;5;3;5;1;5;1;1;5;1;2;1;1;1;3;5;3;3;3;2;3;3;1;3;1;1;1;2;-99;-99;4;4;4;4;4;4;1;2;3;4;2;2;3;3;4;1;2;3;2;3;4;4;3;3;3;4;3;5;5;2;3;4;1
SoSe21;19;2;3;1;Hessen;200;120;2;5;5;1;5;5;1;5;1;2;1;1;1;1;5;5;2;2;4;2;3;2;2;2;2;2;2;2;3;4;3;2;2;2;2;2;2;2;3;2;3;2;3;3;2;2;4;3;3;4;5;3;2;4;3;4;3;1;4;4;2;4
SoSe21;19;1;3;1;Baden-Wuerttemberg;13;15;2;1;5;3;4;1;1;5;1;2;1;1;1;4;4;4;1;3;5;3;4;3;2;1;2;2;2;2;3;3;3;3;2;4;2;1;2;4;3;1;3;4;1;1;1;1;3;4;2;3;2;1;3;3;3;5;5;5;4;5;2;2
SoSe21;21;2;3;1;Baden-Wuerttemberg;32;100;4;4;5;1;5;5;1;5;1;2;1;1;1;1;4;5;4;4;4;2;2;2;2;2;2;1;1;3;2;3;4;4;4;5;4;3;4;5;4;4;3;5;3;2;3;1;3;5;1;1;1;4;3;4;3;3;3;4;2;4;2;2
SoSe21;19;1;3;1;Baden-Wuerttemberg;60;63;3;1;1;5;5;1;1;5;1;2;1;1;1;1;4;3;2;2;3;1;3;3;2;2;2;2;1;2;-99;3;4;2;4;3;2;2;2;1;2;2;2;2;2;1;2;1;3;3;1;1;5;1;1;2;1;5;3;4;5;3;2;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;19;2;3;1;Baden-Wuerttemberg;3;10;3;3;5;1;5;1;1;4;1;1;1;1;1;1;3;4;2;2;4;2;3;2;3;3;2;2;2;1;2;3;4;3;3;4;3;2;2;3;2;1;2;2;2;3;2;2;3;2;1;3;3;1;4;2;2;3;2;3;4;4;3;3
SoSe21;35;2;4;4;Baden-Wuerttemberg;10;45;5;5;5;1;5;1;1;5;1;2;1;1;1;1;5;5;4;-99;3;2;3;1;4;2;2;2;2;2;2;3;3;2;3;5;2;2;4;2;4;4;3;2;2;2;2;3;3;4;4;3;1;4;3;3;3;5;1;3;4;3;4;2
SoSe21;19;1;4;1;Baden-Wuerttemberg;20;50;3;3;1;5;5;1;1;5;1;2;1;1;1;3;5;4;2;1;1;2;2;1;2;2;1;3;3;3;3;5;5;3;4;3;4;1;2;5;5;2;3;3;3;1;2;1;3;3;4;2;1;2;4;2;1;4;3;2;4;5;1;3
SoSe21;20;2;4;3;Baden-Wuerttemberg;70;90;3;1;1;5;5;1;1;2;1;2;1;1;1;1;4;5;3;2;3;1;1;1;1;2;1;4;2;2;2;5;5;3;5;5;3;1;3;2;3;4;3;2;3;5;2;1;5;4;3;4;4;4;5;5;5;5;4;5;5;5;1;1
SoSe21;20;1;4;1;Rheinland-Pfalz;2;15;5;1;5;1;5;5;1;5;1;5;1;1;2;1;-99;5;2;5;2;3;3;1;2;2;1;1;2;2;1;4;4;3;-99;2;4;1;1;3;3;1;3;5;5;5;2;1;5;5;5;3;5;3;5;5;5;5;3;5;4;4;3;3
SoSe21;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
SoSe21;20;2;3;1;Baden-Wuerttemberg;15;45;2;1;5;1;5;4;1;4;1;2;1;1;2;2;4;5;4;3;3;2;2;2;3;2;2;2;2;1;3;3;2;3;2;4;3;1;1;2;1;2;3;4;2;2;2;3;2;3;4;2;2;3;4;4;5;3;1;5;4;4;2;3
